"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"CRBA003148"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003149"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003151"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003152"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003153"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003170"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003171"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003457"	"Arnedo & Bellvert"	"14/3/2019"	"Campamento de Tamadaba"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.056988	-15.690203	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003459"	"Arnedo & Bellvert"	"14/3/2019"	"Campamento de Tamadaba"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.056988	-15.690203	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003468"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003469"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003470"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003471"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003472"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003473"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003474"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003475"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003476"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003477"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003478"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003479"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003480"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003481"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003482"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003520"	"Arnedo & Bellvert"	"15/3/2019"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003521"	"Arnedo & Bellvert"	"15/3/2019"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA003524"	"Arnedo & Bellvert"	"15/3/2019"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001907"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001908"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001909"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001910"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001915"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001916"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001953"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001954"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001955"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001956"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001957"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001958"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001959"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001960"	"N. Macías & S. de la Cruz"	"4/1/2012"	"Cañada de los Alvarados (Degollada de Becerra)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.994244	-15.594384	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH001961"	"N. Macías & S. de la Cruz"	"3/31/2012"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002051"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002052"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002053"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002054"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002055"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002056"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002057"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002058"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002059"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002060"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002061"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002062"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002063"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.964562	-15.546639	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002064"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.964562	-15.546639	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002065"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.964562	-15.546639	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002067"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Pico de las Nieves (zona de acampada)"	"Vega de San Mateo"	"Gran Canaria"	"Canary Islands"	27.968829	-15.569527	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002068"	"N. Macías & S. de la Cruz"	"4/21/2012"	"Pico de las Nieves (zona de acampada)"	"Vega de San Mateo"	"Gran Canaria"	"Canary Islands"	27.968829	-15.569527	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH002729"	"H. López, S. de la Cruz & H. Morales"	"12/5/2009"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003113"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003114"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003115"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003116"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003117"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003118"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003119"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003120"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003121"	"GIET"	"1/1/2005"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003132"	"P. Oromí"	"2/14/1996"	"Mirador de Moriscos"	"Tejeda"	"Gran Canaria"	"Canary Islands"	28.020976	-15.612128	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003133"	"P. Oromí"	"2/14/1996"	"Mirador de Moriscos"	"Tejeda"	"Gran Canaria"	"Canary Islands"	28.020976	-15.612128	"Dysdera"	"Western Canarian"	"arabisenen"
"NMH003431"	"D. Suárez"	"4/3/2018"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"arabisenen"
"UB2591"	"P. Oromí"	"1/8/1988"	"Cruz de Tejeda"	"Tejeda"	"Gran Canaria"	"Canary Islands"	28.000616	-15.600653	"Dysdera"	"Western Canarian"	"arabisenen"
"UB3022_127 freezer"	"Arnedo Emerson & Oromí"	"2/11/1996"	"Cumbre de Pajonales"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.943295	-15.678	"Dysdera"	"Western Canarian"	"arabisenen"
"UB3025_127 freezer"	"Arnedo Emerson & Oromí"	"2/11/1996"	"Cumbre de Pajonales"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.943295	-15.678	"Dysdera"	"Western Canarian"	"arabisenen"
"UB3027_127 freezer"	"Arnedo Emerson & Oromí"	"2/11/1996"	"Cumbre de Pajonales"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.943295	-15.678	"Dysdera"	"Western Canarian"	"arabisenen"
"UB3028_127 freezer"	"Arnedo Emerson & Oromí"	"2/11/1996"	"Cumbre de Pajonales"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.943295	-15.678	"Dysdera"	"Western Canarian"	"arabisenen"
"UB3047_128 freezer"	"Arnedo, Emerson, Fragoso, & Oromí"	"2/14/1996"	"Mirador de Moriscos"	"Tejeda"	"Gran Canaria"	"Canary Islands"	28.020976	-15.612128	"Dysdera"	"Western Canarian"	"arabisenen"
"UB3051_128 freezer"	"Arnedo, Emerson, Fragoso, & Oromí"	"2/14/1996"	"Pinar de Tamadaba"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.03184	-15.67702	"Dysdera"	"Western Canarian"	"arabisenen"
"CRBA000692"	"M. Arnedo"	"4/27/2004"	"Brezal del Palmital"	"Santa María de Guía"	"Gran Canaria"	"Canary Islands"	28.11145	-15.60197	"Dysdera"	"Western Canarian"	"andamanae"
"CRBA000694"	"H. Lopez"	"12/27/2000"	"Barranco Oscuro"	"Valleseco"	"Gran Canaria"	"Canary Islands"	28.06725	-15.58901	"Dysdera"	"Western Canarian"	"andamanae"
"CRBA002267"	"M. Arnedo & N. Macías"	"4/13/2014"	"Brezal del Palmital"	"Santa María de Guía"	"Gran Canaria"	"Canary Islands"	28.11145	-15.60197	"Dysdera"	"Western Canarian"	"andamanae"
"CRBA003448"	"Arnedo & Bellvert"	"13/3/2019"	"Brezal del Palmital"	"Santa María de Guía"	"Gran Canaria"	"Canary Islands"	28.11145	-15.60197	"Dysdera"	"Western Canarian"	"andamanae"
"CRBA003449"	"Arnedo & Bellvert"	"13/3/2019"	"Brezal del Palmital"	"Santa María de Guía"	"Gran Canaria"	"Canary Islands"	28.11145	-15.60197	"Dysdera"	"Western Canarian"	"andamanae"
"UB2976"	"Arnedo Emerson & Oromí"	"2/9/1996"	"Brezal del Palmital"	"Santa María de Guía"	"Gran Canaria"	"Canary Islands"	28.11145	-15.60197	"Dysdera"	"Western Canarian"	"andamanae"
"NMH000186"	"GIET"	"5/14/1981"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH000187"	"GIET"	"5/14/1981"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH000252"	"GIET"	"11/2/1991"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH000253"	""	"3/13/1982"	"Cueva Labrada"	"El Sauzal"	"Tenerife"	"Canary Islands"	28.437553	-16.413396	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH000288"	"GIET"	"5/6/1999"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH002194"	"J. L. Martín"	"11/10/1982"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH002195"	"Lucas & Rando"	"4/1/1991"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"ambulotenta"
"NMH003004"	"A. L. Medina & J. J. Hernández"	"4/19/1985"	"Cueva de Las Mechas"	"El Sauzal"	"Tenerife"	"Canary Islands"	28.438652	-16.412747	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2511_102"	"Lucas & Rando"	"4/1/1991"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2512_102/NMH002196"	"J. L. Martin"	"8/11/1986"	"Cueva de los Roques. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.236393	-16.642253	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2517_102"	"J. L. Martin"	"12/10/1982"	"Cueva del Viento. Sobrado"	"Icod de Los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2518_102"	"J. L. Martin"	"11/2/1991"	"Cueva del Viento. Sobrado"	"Icod de Los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2520_103/NMH000253"	"J. L. Martin"	"3/13/1982"	"Cueva Labrada"	"El Sauzal"	"Tenerife"	"Canary Islands"	28.437553	-16.413396	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2532_103"	"J. L. Martin & A. Machado"	"3/4/1985"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2534_103"	"J.J. Hernández"	"3/17/1984"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2557_104"	"J. L. Martin"	"5/14/1981"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB2794"	"J. L. Martin & A. Machado"	"11/27/1984"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"ambulotenta"
"UB3184_135"	"P. Oromí"	"9/25/1996"	"Cueva de los Roques. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.236393	-16.642253	"Dysdera"	"Western Canarian"	"ambulotenta"
"ULL1075"	"GIET"	"6/19/1999"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"ambulotenta"
"CRBA002475"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002476"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002477"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002478"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002479"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002480"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002481"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002482"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002483"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002484"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002485"	"Opatova, V & Planas, E."	"3/7/2012"	"Mirador del Rio; under stones"	"Haría"	"Lanzarote"	"Canary Islands"	29.21336	-13.48111	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002659"	"Arnedo & Bellvert"	"3/13/2017"	"Lomo de La Degollada"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.92996	-13.76865	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002659"	"Arnedo & Bellvert"	"3/13/2017"	"Lomo de La Degollada"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.92996	-13.76865	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002664"	"Arnedo & Bellvert"	"3/13/2017"	"Lomo de La Degollada"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.92996	-13.76865	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002664"	"Arnedo & Bellvert"	"3/13/2017"	"Lomo de La Degollada"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.92996	-13.76865	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002665"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002667"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002670"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002672"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002681"	"Arnedo & Bellvert"	"3/14/2017"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002682"	"Arnedo & Bellvert"	"3/14/2017"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
"CRBA002684"	"Arnedo & Bellvert"	"3/14/2017"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"alegranzaensis"
